1	0.00724114212453687
2	0.0268092116679633
3	0.0557367569222267
4	0.0933999165182264
5	0.105024488830781
6	0.128555755807544
7	0.133031847979552
8	0.171171953285938
9	0.220462464574069
10	0.229722482287751
11	0.223301785632429
12	0.2613518090807
13	0.274871213524985
14	0.254444186649065
15	0.271679733978954
16	0.252015966635466
17	0.243181231534184
18	0.258375901434224
19	0.276395353468401
20	0.304708558931222
21	0.30996198430542
22	0.315550849405206
23	0.335870640655642
24	0.316739319062403
25	0.327513784596271
26	0.325279760257783
27	0.290883384407926
28	0.29617421415991
29	0.294961476449824
30	0.30588425027631
31	0.313883604875227
32	0.348211745645795
33	0.358804672195797
34	0.372893164350562
35	0.37391695942773
36	0.337508618576144
37	0.324320832771177
38	0.336610714687707
39	0.351619401841642
40	0.335082609273365
41	0.352246604396389
42	0.356941025134762
43	0.329290927446715
44	0.348460937808439
45	0.357240207703843
46	0.352194582703837
47	0.37638745676491
48	0.384456606095475
49	0.425649217206694
50	0.381572798611994
51	0.391113319445337
52	0.411544361112065
53	0.398120715866039
54	0.398188763889811
55	0.40708437500094
56	0.376815729167535
57	0.366164944445273
58	0.364907818731851
59	0.353806569445227
60	0.33483102083408
61	0.353951540823301
62	0.370044625000839
63	0.35760759921269
64	0.393526020834247
65	0.380885679801865
66	0.370151243056412
67	0.395031451389796
68	0.407875590278688
69	0.395365493056419
70	0.411848562500906
71	0.423449395834302
72	0.396352784723128
73	0.418828631945422
74	0.400692305556463
75	0.386455631565284
76	0.373276423611948
77	0.361913319445255
78	0.362578243056372
79	0.338433368056303
80	0.34261405555631
81	0.353146152778565
82	0.390251180556428
83	0.363447381945255
84	0.374126965278627
85	0.374644161139594
86	0.359378305556401
87	0.366329722223083
88	0.381346784723102
89	0.409555437500965
90	0.394920479167594
91	0.382112201389778
92	0.359761020834186
93	0.317386444445181
94	0.315349840278509
95	0.339946930556306
96	0.354118229167464
97	0.383723451389748
98	0.40322380555646
99	0.42590478472321
100	0.442775798612162
