1	0.00755
2	0.01199375
3	0.02290625
4	0.02430625
5	0.029525
6	0.0266125
7	0.02974375
8	0.03246875
9	0.0368271604938272
10	0.03855
11	0.0398375
12	0.033200000125
13	0.0445308643209877
14	0.042150000125
15	0.032674999875
16	0.053599999875
17	0.059625000375
18	0.05710000025
19	0.0481358027160494
20	0.050100000125
21	0.053412500125
22	0.055824999875
23	0.06422500025
24	0.0570000002469136
25	0.047725
26	0.05909999975
27	0.06411249975
28	0.08279374975
29	0.08061249975
30	0.0759124995
31	0.06980000025
32	0.0720000005
33	0.0481728398765432
34	0.050862500125
35	0.05903750025
36	0.06843750075
37	0.075725000875
38	0.092737500125
